TT,07,29,21,02,59,58,384383
,   0,182121
EC,1935,122154,   0,124089
ER,122769,1311,   8
EC,1937,123152,   0,125089
ER,123770,1311,   8
S,39948,81986644,81986656
EC,1940,124149,   0,126090
ER,124770,1311,   8
EC,1943,125148,   0,127091
ER,125771,1311,   8
t,10450,83587342,83587354
S,39948,83654430,83654442
EC,1946,126144,   0,128091
ER,126770,1312,   8
EC,1949,127142,   0,129092
ER,127771,1312,   8
EC,1951,128140,   0,130092
ER,128771,1312,   8
EC,1954,129138,   0,131092
ER,129772,1312,   8
EC,1957,130137,   0,132094
ER,130773,1312,   8
EC,1959,131135,   0,133094
ER,131774,1312,   8
t,10451,87515028,87515040
EC,1962,132132,   0,134094
ER,132774,1312,   8
EC,1965,133130,   0,135095
ER,133774,1312,   8
EC,1967,134128,   0,136096
ER,134775,1312,   8
EC,1970,135126,   0,137096
ER,135775,1312,   8
EC,1972,136124,   0,138097
ER,136776,1312,   8
EC,1975,137122,   0,139097
ER,137777,1312,   8
t,10452,91450026,91450038
EC,1978,138120,   0,140098
ER,138776,1313,   8
EC,1980,139117,   0,141098
ER,139777,1313,   8
EC,1983,140115,   0,142099
ER,140777,1313,   8
EC,1985,141114,   0,143100
ER,141778,1313,   8
EC,1987,142112,   0,144100
ER,142779,1313,   8
EC,1990,143110,   0,145101
ER,143779,1313,   8
t,10453,95380930,95380942
EC,1993,144108,   0,146101
ER,144780,1313,   8
EC,1995,145106,   0,147102
ER,145780,1313,   8
EC,1997,146104,   0,148102
ER,146781,1313,   8
EC,2000,147103,   0,149103
ER,147781,1313,   8
EC,2002,148101,   0,150103
ER,148782,1313,   8
EC,2005,149099,   0,151104
ER,149782,1313,   8
t,10454,99312582,99312594
EC,2007,150096,   0,152104
ER,150783,1313,   8
llego jejeje
n,10455,100188156,100188168
S,39949,100188336,100188346
EC,2011,151093,   0,153105
ER,151782,1314,   8
S,39949,100453030,100453042
EC,2014,152092,   0,154106
ER,152783,1314,   8
S,39949,100982304,100982316
EC,2016,153089,   0,155106
ER,153783,1314,   8
S,39949,102040334,102040346
EC,2019,154087,   0,156106
ER,154783,1314,   8
EC,2022,155085,   0,157107
ER,155784,1314,   8
t,10456,103244240,103244252
EC,2025,156083,   0,158108
ER,156785,1314,   8
S,39949,104156008,104156020
EC,2027,157080,   0,159108
ER,157784,1315,   8
EC,2030,158079,   0,160109
ER,158786,1315,   8
EC,2032,159077,   0,161110
ER,159786,1315,   8
EC,2034,160075,   0,162110
ER,160787,1315,   8
EC,2037,161073,   0,163111
ER,161787,1315,   8
t,10457,107174992,107175004
EC,2040,162071,   0,164111
ER,162787,1315,   8
EC,2042,163068,   0,165111
ER,163787,1315,   8
EC,2045,164067,   0,166112
ER,164788,1315,   8
EC,2047,165065,   0,167113
ER,165789,1315,   8
EC,2049,166063,   0,168113
ER,166789,1315,   8
EC,2052,167062,   0,169114
ER,167790,1315,   8
t,10458,111109794,111109806
EC,2055,168059,   0,170114
ER,168790,1316,   8
EC,2057,169057,   0,171115
ER,169790,1316,   8
EC,2060,170055,   0,172116
ER,170791,1316,   8
EC,2062,171053,   0,173116
ER,171791,1316,   8
EC,2065,172051,   0,174117
ER,172792,1316,   8
EC,2067,173050,   0,175117
ER,173793,1316,   8
t,10459,115040778,115040788
EC,2070,174047,   0,176117
ER,174793,1316,   8
EC,2072,175045,   0,177118
ER,175793,1316,   8
EC,2075,176043,   0,178118
ER,176793,1316,   8
EC,2077,177042,   0,179119
ER,177795,1316,   8
